id,is_iceberg
8e16308d,0.000000
10d97d10,0.021058
862a2dd5,0.347534
45d7cd09,0.000000
daef67d6,0.999654
40b9f916,0.000043
c17dc729,0.209717
d008e04f,0.949486
a5a6fe15,0.074914
e9ce7834,0.000000
518a5aeb,0.998068
fd6e49ab,0.005026
35ef2d54,0.000074
be1f3e73,1.000000
013825b7,0.004464
c48b752b,0.050650
a0f39ace,0.003838
800aff52,0.001037
e0eb259a,0.192047
404bdcc5,0.001632
9be770cc,0.122832
e002bdfa,0.002804
511f8764,0.138590
d41e40d8,0.006371
ff846aa6,0.501193
c261a419,0.000942
c3358fec,0.000049
62972972,0.000000
3f15e6a3,0.000000
f239dd72,0.000184
e9d815ef,0.153101
568085b5,0.000000
80708782,0.835533
a578b01b,0.996447
04b81012,0.002256
3fbd3a3e,0.000000
536bc047,0.999805
6905e82d,0.317881
352b0ab0,0.002884
205506f4,0.000000
b4075da1,0.000000
0132c59d,0.003413
5c471255,0.986174
b9ee0383,0.999787
aee38fe1,0.000000
93eda776,0.000000
d65ee363,0.000567
7e6785d9,0.000518
c006cf82,0.001445
197f9050,0.999419
efce51fc,0.000000
d8dd1b33,0.000001
ca5bae71,0.000005
66eba58c,0.930564
e080fee1,0.002193
9626a2b5,0.000491
c0298b7d,0.904660
80f17a8d,0.000000
fefe71e5,0.002016
92a45990,0.635827
8e922071,0.007547
d5952199,0.000000
3c56cf59,0.056726
5b677f30,1.000000
70986e85,0.564106
ee110bda,0.201380
e7b4d317,0.067511
f59f29f5,0.000011
3d1e179e,0.004311
4e9c76d9,0.012041
5b5d407e,0.000000
bb4d8184,0.408078
5f5ad493,0.003936
a304ae2e,0.000000
ac337f79,0.519680
e00e495a,0.019509
71477bcf,0.210626
22ed2916,0.112825
05fdb1ce,0.000000
4c5e56dd,0.000000
fab2df1f,0.000000
afe6a1d1,0.000433
fa03ba13,0.006602
663dd2bf,0.375833
5d3aa488,0.000000
11d63814,0.000000
11ac5623,0.003781
dd28b028,0.000412
bf244975,0.201013
6a2fe659,0.000000
bd689e7a,0.019298
a7b21484,0.000008
06626706,0.000000
2fcb2613,0.129415
1ee7f506,0.017491
c462096f,0.027164
59b91711,0.000792
148ad313,0.075620
a04c148d,0.014607
142d14f3,1.000000
0dccef06,0.004081
bf9dea3e,0.999992
121ec728,0.000000
25ea1800,0.000001
024bed49,0.000000
771a9bc9,0.017843
8b2562e0,0.952191
fefe0db6,0.000000
a6cc8fa1,0.860551
fe33ce5b,0.006559
c11a6fd5,0.999999
69152132,0.000971
dd54beb5,0.999989
46d8944e,0.000060
f278cc6a,0.012781
9cba91e4,0.054947
37e80ad8,0.000001
6247d06a,0.003886
0bb564ea,0.015396
f8802638,0.124119
cb77c1d4,0.007508
edcad79c,0.244821
ade84952,0.000000
e9a4a8f7,0.000036
8c3c9c0b,0.000000
c105af7a,0.000078
64a96816,0.372734
d435722b,0.000002
f8c2c17d,0.017070
30b0c5a1,0.043449
a241eee2,0.999793
577af3a1,0.426498
b1e49a9f,0.061441
49eff60f,0.023815
171ffc36,0.000000
2dbb2931,0.192633
851f9ad8,0.000000
ef787241,0.001636
3ed46d9b,0.959679
61a96458,0.998494
a0eb8b65,0.023611
8058e7e7,0.976202
5d0969c3,0.993362
06dc5d13,0.999997
614d8fdf,0.001826
068ace8d,0.999227
55bd7491,0.715791
59db8d78,0.001583
ee9ba395,0.003905
3833c332,0.000000
f9c56480,0.016164
35041821,0.000000
67426d52,0.007968
f2eba496,0.000000
cfc6b272,0.328537
be6e6157,0.038918
060762c6,0.000033
28e5c819,0.289764
165b73a3,0.199707
1a16ebf2,0.000000
c76353ea,1.000000
c56aab52,0.902639
19ba105e,0.000108
4ccf1d67,0.000257
d3f00ca5,0.000014
dc366696,0.999916
11ddfec4,0.736394
71036847,0.000000
9108a260,0.000002
812d2c7d,0.004770
601d54b4,0.000003
2a21ddce,0.213819
e03f632f,0.000000
27c1c4f4,0.000000
9929fc67,0.673743
cc5b496e,0.000017
9ec5c0b5,0.000044
5fa292a8,0.735744
d0e35d53,0.395777
cfc89ddf,0.003064
fd3916f4,1.000000
019ab715,0.000000
d0a7830b,0.006175
2e1acd63,0.627669
c5810152,0.973342
8dae1e77,0.079214
afe44c59,0.257369
ac640b5a,0.028057
5c47f5bc,0.000000
2e5e1053,0.000000
e30d5450,0.001652
0de92cf0,0.023662
e97daf2c,0.000122
5bcc2bf5,0.000000
d347d81e,0.002609
2799f5cd,0.001005
ce4b96f7,0.000000
a6365299,0.209058
6eb86fb2,0.000018
d1384eb4,0.000090
66c3ab6a,0.000345
9be981c9,1.000000
e5fc3dd4,0.020471
fd3f01fc,0.999961
5fbb0aa0,0.999972
6968f510,0.026639
7509aad8,0.999913
9cf9c8ce,0.001443
157c589d,0.002546
fcc51d2f,0.017943
6852ee69,0.000479
8a388b27,0.002220
e3b1fdd6,0.703212
1d644f91,0.339484
893a7d79,0.999914
9ef2d53f,0.144346
eaea1243,0.001873
2d210670,0.000000
b04329c3,0.399165
1d88e97d,0.999991
e5c8ae65,0.025608
841810cd,0.000023
187a1e4b,0.115752
24f8bc83,0.024935
071678c5,0.362933
3121517d,0.228296
62db6263,0.000000
4b6fe0a5,0.000015
016588cd,0.986410
e47db8cd,0.005113
6009575c,0.000888
59d093d3,0.150582
b3edce17,0.000064
77cb2808,0.000216
b318189f,0.388704
eb804bc3,0.000993
27af98c1,0.001624
75bbd171,0.032604
26a7450a,0.288674
9f96c645,0.000000
f295285a,0.082410
1861ae59,0.000143
320e2661,0.000003
48b64c84,0.051109
596115ad,0.614456
24c5d2ad,0.127688
513481e4,0.240475
679ca3d6,0.171324
550511fc,0.877294
33ad621e,0.380802
a7cd4c8b,0.932554
942ce002,0.252888
4a33d600,0.026686
52512da4,0.000000
199d9dd5,0.000000
910c7a11,0.706301
2dc4b47e,0.000063
067c0baa,0.000000
66ec0485,0.000000
93e203f1,0.999998
1eae71e0,0.040908
9a320603,0.000000
97c75edc,0.909195
e3a3993c,0.160269
03647606,0.999521
b5758e75,0.004140
cb341897,0.023005
80a1d2ad,0.004320
f2afc45e,0.004074
e2e037d3,0.000000
d8513bb1,0.999999
2bb05740,0.999990
568eee1e,0.000092
48073219,0.170689
52770a14,0.036462
bb78aa77,0.000196
d2041d74,0.648276
0c650b7b,0.270844
3ed634b4,0.931907
4e7ef4d3,0.000000
dc676914,0.000000
9ef182ba,0.970945
19456254,0.004467
45c7e999,1.000000
1e5f187e,0.188631
8372c5dc,0.000561
0a113574,0.000009
22ac144f,0.001631
82a0baaa,0.000860
fb9c0a38,0.999999
586d1724,0.011849
42491e8b,0.004820
32d8d667,0.095717
2d658824,0.999803
79e58200,0.000505
50e426df,0.060665
71d908c0,0.006975
1f275072,0.000000
a1bb2901,0.000008
6c99ed0b,0.301329
d8216f4c,0.001865
ebb34ef7,0.000000
0a71e0d1,0.001551
3bebe07a,0.999896
0de67b1a,0.162063
7409fd1a,0.008617
1e27c8fd,0.000000
65cfde78,0.127944
ab7841b4,0.006121
f5064f4e,0.014065
57457484,0.999991
5492eb34,0.000000
78dfcd52,0.001385
7dcfa04d,0.404724
0f7ccad8,0.001888
730b2296,0.003493
c1f05b03,0.048691
265ced3a,0.001209
92f976d4,0.972402
2ac16805,0.003176
b2de0386,0.001108
898f0d27,0.030541
b6d290df,0.035333
64bc67c4,0.000000
e54ee68e,0.000000
5f14e447,0.000006
9c736f77,0.259282
328fd096,0.000005
e8e9dfc3,0.025701
a3a85eeb,0.014369
d4b96d3f,0.076276
bb255043,0.051640
8696136a,0.961377
be23ea08,0.022041
777d00a2,0.000082
bc8d3476,0.002398
f6f8857d,0.005774
c57f13ef,0.094123
7aa6b7a3,0.012319
512c569c,0.338536
48b1c243,0.000000
75ff94ee,0.000000
c60f051c,0.000057
032b1bda,0.007322
77531032,0.154877
06210232,0.000972
d7418c1f,0.142081
e2e957ba,0.413989
566b0a76,0.007005
7c6691b5,0.000023
990a0ecd,0.002962
16914cc9,0.004000
e78a6709,0.998195
98aa34a8,0.019255
1908cc60,0.038746
81946709,0.000000
2fd07377,0.434837
d5c0e0d7,0.055113
58ec0c92,0.482604
3aeb362f,0.132572
147d59ab,0.330494
e0829262,0.001546
8b86d83e,0.001207
9a350af0,0.065708
aba1b542,0.000000
b0112ad5,0.000000
4ea094c0,0.000000
74964450,0.000749
e4a06bc9,0.000000
245ef22c,0.004398
828460e1,0.243991
fcbdad05,0.000000
50ff69e1,0.003133
28cf2057,0.000477
8ede8c69,0.000050
323458ef,0.068893
3c002c59,0.000495
24e5b88f,0.999768
a09d9139,0.999999
d0b1be68,0.598694
bcd22f87,0.000203
f90b1c41,0.000000
f14f533a,0.001691
acfaa4ff,0.000127
78e7617b,0.000020
febe6575,0.000000
5cd96fb8,0.008668
88027f9c,0.000424
388dd3bb,0.013575
8e6cf4d3,0.964222
0b2daf85,0.000000
63f51c56,0.000004
5b6305ad,0.024918
241c50cb,0.000000
495a6ed2,0.000197
b04bf998,0.000000
c55e7096,0.015579
2c9d1b48,0.000000
e20a003b,0.143523
33725817,0.999996
fe05fc09,0.096778
b9022c8f,0.002045
b5abb620,0.000000
e62b3eb0,0.000002
95812205,0.003802
209f8e41,0.000000
9bb3cd44,0.048450
86bf6810,0.308066
919cb6af,0.427264
8cabc104,0.935646
ca5fec7b,0.000000
01e7f145,0.133535
d2826f8e,0.001627
e584f028,0.099734
4bdcb525,0.721282
6b2bc3e9,0.204467
7a523e74,0.000000
1c3a420c,0.129212
8b383772,0.016600
c420c42d,0.000022
f0326766,0.344983
d67ae313,0.000002
7a00e52a,0.036386
fd60ce30,1.000000
d0de0afb,0.041433
5dab3243,0.999975
e82b326f,0.000236
96ca682f,0.000000
e7ba2cd2,0.000106
47f2fbed,0.000726
faac6b8d,0.003921
2eb785f3,0.012739
95f440be,0.003104
e735e243,0.945986
bd83f233,0.014822
e2315156,0.012021
07945467,0.000000
256daf6a,0.002228
70801a8b,0.000001
518578cb,0.000007
5e630a80,0.006217
b2df2187,0.992802
ff32d7dd,0.705616
5144d458,0.000000
f9f973c1,0.000085
ac65b2c5,1.000000
e5cece41,0.003374
cc9ca990,0.008366
2b771726,0.133876
fcea895a,0.000019
fd477a03,0.025802
4aa26de8,0.000000
9a842704,0.997552
b1bb19c4,0.000000
fc46a862,0.000000
e43d659f,0.009665
f344be4c,0.000000
31671342,0.002151
4d67ed4e,0.003801
1dd1c8e2,0.937031
ab08e37e,0.280811
c2924cd3,0.000001
fde48cdb,0.000000
3c7c170d,0.510758
ebeedf33,0.000489
6235d8b4,0.995884
73a8162b,0.015399
b37e2349,0.001455
0dbc58b1,0.008022
14741b3d,0.017209
fe1f82c2,1.000000
9a75c053,0.500921
581d8a32,0.000001
eedeabd8,0.983939
2208fecd,0.000000
b68c71e6,0.000335
dea2cdb7,0.003216
ff3401e1,0.000000
5ccfa32c,0.006790
15370256,0.000000
d81a82c6,0.058626
c78671c6,0.013436
7fbf3fc8,0.022458
de8159e7,0.026711
efcca249,0.000000
c3cdfd7c,0.000736
1fbae11c,0.195377
a78197b9,0.068901
9510487f,0.000017
11f770cd,0.051878
d2401c84,0.000000
781d4a78,0.987517
236f4be5,0.000001
df56ab4b,0.988470
ea825acf,0.000178
cf992e29,0.000000
66750962,0.000230
fa423857,0.002510
d6889deb,0.974338
e62ff090,0.000000
47acfd80,0.007927
b9f5efc5,0.000000
1a2a1f7f,0.000000
e8067065,0.000274
db61755b,0.059449
c97e4c01,0.970326
02538d0d,0.890470
9930fe8b,0.037962
1e053314,0.999997
247e0650,0.000002
a4eb05bf,0.000000
66ea133d,0.002960
3220362c,0.000253
67162075,0.000000
5af75025,0.000000
5dd87bb9,0.231286
010dc181,0.759640
40dbd0a9,0.497858
0c10fd9e,0.958315
39c38975,0.000528
20f60e12,0.000004
4fb6e67f,0.000000
d7d3e9fa,0.016942
787d0e9a,0.000000
7d92a013,0.000000
65f79253,0.999673
a20dfd11,0.000040
c04f50a0,0.043324
a007e147,1.000000
80e35877,0.129868
e3631e6a,0.004116
684fd7ec,0.003044
9dbdb2b8,0.012069
1768e4bb,0.001799
d84884d6,0.974102
838a14ae,0.002011
6e007f95,0.304870
6e0c3725,0.247742
d4c5252a,0.000000
209cba64,0.980482
1df44a05,0.514263
d925c0cc,0.038179
85981d62,0.000000
18b93e7f,0.000000
4936bb64,0.393789
d57686b7,0.000052
0d6d23b5,0.999998
3859bfa4,0.994525
2cfddca9,0.561749
32eebbf8,0.933156
79c40371,0.225290
f7f432f6,0.000028
d50e3a56,0.001087
b63bbdee,0.003906
de327375,0.000951
43a0d395,0.003322
db465006,0.100200
44809656,0.164289
3c72f288,0.999263
3f449132,0.999997
ec5d4a58,0.006176
49d62856,0.971855
b80fb15c,0.000000
368e304e,0.963316
f19bdd74,0.003307
b55e823c,0.000003
89dd11b9,0.000000
4286352d,0.000000
4b10a9dc,0.001930
3bdbb13c,0.000001
7e9f355f,0.000000
f420301b,0.304593
4e3c03ff,0.000012
3227e0ba,0.114576
d12d7771,0.000001
6616970c,0.987023
186ea788,0.069454
42867a33,0.999997
7ed03e02,0.127779
f24ce309,0.000000
18d7021a,0.000002
9a18807f,0.000813
a94b079b,0.054453
255c4f02,0.000001
93ba10ba,0.999992
95567789,0.055651
bb09a45b,0.000000
a972a7db,0.050300
2bd5da67,0.000026
7a43c51d,0.028819
29adcf10,0.000000
6742855f,0.000000
d20e49b2,0.000000
9f81771e,0.000535
de27fefb,0.012106
d18f6f0e,0.000064
69973737,0.000000
76509472,0.005330
57157f35,0.000000
72f5cc06,0.999950
19982389,0.207269
4ed21d3b,1.000000
5a0ca890,0.000547
65ea29c4,0.000000
b4f11fb6,0.999991
8836e0c8,0.000001
30456db6,0.000001
19174e69,0.075809
8baa045a,0.002677
bfc86919,0.000000
2f93bac6,0.000063
c44960f2,0.008477
b660e80e,0.000000
76411374,0.051739
839bbcfe,0.979569
bc8c483e,0.000000
d9577013,0.000009
b47fc3d2,0.998633
a57ef2a1,0.922379
d6908d52,0.049383
99814ee7,0.261753
0b6c4509,0.351864
095f1797,0.034793
7dd828c0,0.014636
764b4e82,0.000000
91ef8a0c,0.000000
a91ee052,0.000000
a01318ab,0.932802
325ad084,0.000190
2ceb258a,0.010427
a969eea6,0.000000
1a538ed3,0.000000
65e14f46,0.271603
77c165c3,0.000000
14c60c1d,1.000000
630360e8,0.999997
8d7026fa,0.028118
13964a63,0.989579
d0155b0f,0.000000
46afff48,0.964197
4868f534,0.225446
26743a5c,0.175743
ad50aaf3,0.000001
89cc4fce,0.000940
715785e6,0.003447
3d28a858,0.013048
ba36851a,0.319893
51ecc6ab,0.011551
b1ec4727,0.042205
040c5d78,0.000000
a8a77c55,0.992929
32f51fe6,0.000000
8ef7a06b,0.000001
838fafac,0.002482
7d0b89b1,0.425904
7d9636c4,0.064482
8d37529b,0.000001
5fd612ad,0.005383
323ca98d,0.010301
842d7d88,0.999627
c7529197,0.062952
3235b7ca,0.054858
2436a25b,0.314132
e6d8d670,0.000765
1c5a5a1f,0.046154
1c1d6c80,0.999827
9579aa49,0.479514
aeb95ac9,0.988529
db172beb,0.000000
ae2a516d,0.000000
63e579b1,0.004048
a49b42ff,0.007008
99fb914f,1.000000
d86b48d1,0.005860
6bca064a,0.999879
d3bc5515,1.000000
ded30e1d,0.000589
d88e4b44,0.079909
6f688a3c,0.005930
a98dcb63,0.000000
6d9d1eca,0.005743
51924408,0.005394
a8f910bb,0.999959
7f12814f,0.049048
cdcdc401,0.000186
5dea100e,0.942019
04738deb,0.000000
e4064b10,0.001187
c84df9ea,0.040465
ba8130e2,0.000000
7535f0cd,0.006222
c915f66c,0.010303
f0c360e7,0.000000
fed2396a,0.000200
5d58a277,0.000091
21279402,0.999952
873d8adc,0.992577
2fb68d77,0.115839
8fb1a67b,0.000015
fe8c6150,0.000081
c00db5d4,0.036414
2e3a38d3,0.996690
38464042,0.009838
58d4e224,0.000005
a7bfbc2a,0.000000
9cdcf947,0.999483
6c610fd4,0.558120
50fd58f2,0.059298
b093a813,0.017444
28f4e51e,0.000000
2d01ecdc,0.129318
290992c4,0.999794
e0f83a9b,0.000000
7cdbe05e,0.082883
2a33464b,0.026820
84521f2c,0.001968
a1d7e535,0.000000
f77a2b74,0.000013
f2c5216a,0.136140
b516302a,0.027850
564266ec,0.022791
56d23ee0,0.023262
8c9971b5,0.000151
fe75e357,0.280422
cfab3237,0.000000
f7258c56,0.051834
e79cb5cf,0.002765
efbb58a0,0.117191
ff8d6575,0.006847
cf6d0221,0.000083
b057a3cf,0.963160
d7aa3d66,0.999999
db1b3f2d,0.014990
9cfd7cd3,0.025579
0dc59065,0.001446
f2742949,0.999955
cfa8905d,0.006102
6bc7bb68,0.999699
df228195,0.093305
92b3fd07,0.006453
99181903,0.107117
17b47421,0.000000
54c58af0,0.002238
c533141a,0.000000
3a89f639,0.000000
2b9438cd,0.000000
de0fc4ea,0.587168
d0b4812d,0.666478
5ab3daa8,0.000000
3a205fb9,0.999999
81d06d13,0.078790
5b155890,0.050360
b7332f47,0.020306
13a49895,0.999000
a9dcaf7e,0.000000
daccb199,0.050012
0a31aaec,0.057312
effc32ab,0.147478
b9b1d1ae,0.003107
837567b0,0.000001
76364052,0.996447
614324a1,0.999462
3b20239f,0.018564
49054d2e,0.000000
59eea5d5,0.021927
eaa8408c,0.307430
3b3369f8,0.932588
06f7cf48,0.000000
99cae923,0.000006
c2b732c8,0.233399
5652b0eb,1.000000
033f2509,0.110707
d32b7520,0.175011
86bfefc7,0.025136
3279d1d5,0.202440
22221e9d,0.063750
9bdc1896,0.696425
49fa8e72,0.985856
d911954a,0.016447
16fcc6f5,0.037655
b5e8f248,0.540961
10f410ba,0.999999
fb702ee7,0.003113
a162448e,0.000000
2e757023,0.400141
877bcc05,0.998570
0dfcd873,0.999985
c4e06675,0.003627
a1c03878,0.074034
d187d757,0.033695
967875e8,0.000000
7fe478cb,0.022600
d43aa540,0.000014
964acdef,0.028419
d7ecc1b7,0.975138
a5b32893,0.003048
5b68a817,0.004187
8f374224,0.157955
8deced1c,0.004564
c5959db1,0.023839
d3c61d2b,0.000613
f4cb6420,0.170154
18b8670f,0.000000
777d03d6,0.999947
57b18759,0.039920
4843496a,0.001456
6156c963,0.265813
73165630,0.140747
53c49cf8,0.110881
1f2e9806,0.000000
5addc113,0.029344
35d2fbc5,0.000000
3a451e5b,0.000003
59b9eb6e,0.028996
f8669a86,0.017538
fa3ff835,0.000000
6e7e427b,0.002370
8b05e1a1,0.160040
ad3727d3,0.031363
8965e560,0.976227
821e0c31,0.000000
2b33b417,0.138217
acc4dd50,0.201226
4a0a5cd5,0.241723
21aa40fc,0.002860
1d91bf6e,0.104182
923910f8,0.000000
54c012c3,0.022208
00d366d6,0.009120
278627ff,0.187104
1372a58e,0.000000
4b4247a5,0.036927
0c496d3a,1.000000
d6774ba7,0.000000
814bc35f,0.008720
36497217,0.000000
c9a9bb5b,0.000000
ac07e085,0.005321
f806ebf1,0.991625
bd9dd604,0.000000
3679bbf9,0.282925
db1343a0,0.077174
679dd63b,0.305538
43eebf55,0.000000
74e2d160,1.000000
e09bc632,0.999432
1b2227be,0.001057
989685c7,0.395739
05ba66d2,0.999847
ed366c4e,0.252555
954f4238,0.000231
21f4f395,0.952763
127bda37,0.999995
ca5c432e,0.000000
4429971a,0.000156
a6179f95,0.000000
d0d5165e,0.059158
fe3f7d13,0.429056
66be84a3,0.006916
154d8985,0.000029
27260e05,0.001213
6c37d4ca,0.025553
69a6b224,0.000000
9d37a1ab,0.022218
5998bcf9,0.031724
1198c02c,0.002846
9b7c82ed,0.000040
4b335d8a,0.194974
9655bde5,0.002957
2df55cab,0.004482
97c45082,0.306026
a8ad8cd3,0.988740
591b8504,0.093153
4cfc4b39,0.393615
cf87475a,0.001202
ea222d2d,0.021332
f1266956,0.000087
c3bf1074,0.880407
92633d3e,0.000009
bfe11458,0.223683
f142d550,0.000094
03942109,0.001050
9381009e,0.999685
db9508e8,0.089057
dc61215b,0.000005
d7b962ae,0.011490
ac883af0,0.958298
a18d0c4a,0.011087
4b656126,0.150350
6adfd15a,0.004205
5ebfa034,0.243576
3363e0db,0.002703
852a432a,0.126968
6fa80d7a,0.000001
569c4651,0.019521
57422abf,0.818868
64c1438f,0.000319
0f7a771a,0.522666
cf68a502,0.350750
ebc580bb,0.000000
17d13500,0.698382
f1565d79,0.993586
e5ac1d27,0.000550
62339204,0.007101
49807b4a,0.000144
8935c7e2,0.000000
a561f2b4,0.001829
04387235,0.000477
04aac344,0.000000
54063004,0.005329
1b5e08dd,0.000686
6968282d,0.999803
281524f9,0.131993
fd553fc8,0.297296
e45f0b13,0.004496
b34a4ca2,0.001074
0dcd8be5,0.006978
c90f547a,0.000000
4c34de66,0.004360
a47f4d0f,0.000000
2a317a41,1.000000
b64c8598,0.002595
2bdbb188,0.002178
ccc89b62,0.029023
645ba2a0,0.999701
09e8a5e5,0.041822
be3a1e7a,0.000026
92d0180c,0.000391
2e8ae485,0.000158
007f8195,0.018313
2bc2e785,0.996490
baed3d4d,0.172032
fe9848ab,0.999947
426619f5,0.997137
6d129e11,0.013642
906e6124,0.014952
d96aba17,0.016067
2d18a140,0.987886
4b6c1a2b,0.995813
da62caad,0.000000
5a0cfeff,0.000084
befbb68e,0.000000
cad3b152,0.170985
d79fa5f7,0.002147
7462cddb,0.999595
0097d47d,0.000558
68d6335c,0.991847
9f81549c,0.000000
638d49b9,0.117953
51a50ebd,0.211632
95131535,0.000114
3c470d57,0.303250
845a97f7,0.001492
feed4566,0.013451
fb6a5915,0.000000
4d47e42c,0.000044
930bcf1b,0.021882
69aa8b45,0.000000
14c07f0b,0.030119
90e44340,0.046603
1b8f6a9e,0.027201
3552689b,0.000000
087c5094,0.000045
087e1232,0.096352
321e2099,0.997802
e08939b8,0.000000
e624f417,0.999975
93291138,0.005737
9c3c7962,0.005980
56c42675,0.773376
736c4009,0.382556
6a203662,0.005582
7e4ad586,0.000000
3aa99a38,0.000000
8c74137b,0.000043
b4181d37,0.044523
fc80eb35,0.015535
64e1b981,0.197562
1286ea75,0.000000
7d276b6e,0.053080
a386d706,0.999997
ec149576,0.002691
cd93b8c8,0.990103
a534e7e7,0.173489
ac9eb453,0.999856
90076078,0.078571
2cc7deb1,0.000000
8a1d8803,0.499111
ed549ef5,0.036845
52f93bc4,0.000001
87b26c7e,0.000193
8b4b736a,0.999977
51f1f1c1,0.213587
7ccb045d,0.999988
fc6879b6,0.005584
af01f762,0.000000
95e519dd,0.999930
7e83b19b,0.013467
a14f35c8,0.007144
a61cadc3,0.021750
1b769b14,1.000000
80c3cbdb,0.000000
843612fe,0.000000
59fcb7e0,0.000219
529593d3,0.999984
5898a695,0.999997
081c5fef,0.000000
517c5fab,0.000000
4daf7af0,0.000000
85b02f43,0.039175
2773053c,0.126319
8fbc896a,0.000000
3d6d6648,0.089602
bb671f69,0.039908
5332d0ac,0.104389
efdf6eff,0.000000
1f3e21c9,0.999997
4060450c,0.081942
1cd8282a,0.003238
22807879,0.020832
a30f4fb7,0.000111
2560cee9,0.000000
f85dfff6,0.005602
6fe4f47e,0.015371
69d6387a,0.996571
98842917,0.998796
fcc96959,1.000000
7e26baf0,0.998399
4d609734,0.000000
c96d08d2,0.002795
11b14d14,0.002856
22b68133,0.002772
65cb30aa,0.000192
80967ba7,0.000000
b54aef48,0.000000
020dfbda,0.899203
4de9c502,0.001678
e9f4af18,0.002978
04c7c4f2,0.000318
1ffbf411,0.808993
cc57c57b,0.000000
15373a40,0.999920
a992225a,0.000748
fbaf302b,0.008391
8339a6ca,0.996751
29d824f7,0.198808
659f11a0,0.116809
88fb9b4e,0.999894
db2d689d,0.011540
18da6fdd,0.002919
0c16c0ce,0.000000
7b7da3de,0.000045
a44e0e0f,0.012169
490e3fb1,0.000000
0ffe1475,0.139162
27efabd7,0.153135
3dcdfda3,0.011521
637da450,0.999827
16b64b9d,0.000622
c76b1927,0.235273
9126c78e,0.955184
ceea2fdf,0.192076
371c75e1,0.000281
dd09f50d,0.005464
73674456,0.999811
68d33c24,0.028750
f703b77f,0.000000
732d6b4f,1.000000
5085b269,0.235829
f42e8155,0.000065
7fd58dbd,0.507953
22666426,0.040941
4bae16b9,1.000000
a5953b7b,0.000001
720ddece,0.002298
e4fc697d,0.134157
e2e1df27,0.483303
42a1cc87,0.299620
7cd4c795,0.312836
912c11aa,0.000001
619f82b2,0.999988
a883693e,0.000007
6b810953,0.000006
7b8ec14a,0.000000
ce40c72a,0.430296
88d0e09f,0.050968
5be97bce,0.037061
26014fd2,0.000000
278008b7,0.998507
e8cf967c,0.000357
7045bc53,0.649937
da9cbaf4,0.036360
8d656494,0.000000
c55988d0,0.999947
780e1171,0.528322
13a31d5e,0.004663
1883e583,0.014573
5ee65141,0.003339
260e1d2e,0.002135
c874b041,0.000000
04f5386e,0.000244
e575d0c0,0.000000
44d63bf6,0.000000
5c4e9b0b,0.003457
eebcc3b6,0.036456
2f33c31e,0.004642
28f5f216,0.273200
bb368d74,0.003531
9dd66aea,0.000000
bf89449d,0.041135
de1b8020,0.913772
e9af758d,0.121027
64022bd4,0.999999
526789d8,0.000000
09025dbe,0.000000
115c6134,0.199861
ce6aa2b2,0.174874
b80c3064,0.031688
4e2762bd,0.000000
364242f4,0.096031
bd3a96f4,0.999799
73d09bf9,0.000000
86937a8c,0.002875
0969a0e4,0.000000
cfa4c867,0.000000
da1e5985,0.000000
dd22bfc6,0.000074
2fa1cecb,0.999904
4fde6327,0.258669
4457c5ae,0.932397
ad27be49,0.000386
ba21ffbe,0.034034
abd65309,0.001463
6e3587f9,0.000825
0e02c37f,0.000070
b3fbf138,0.000000
5d494001,0.534354
d5d660bf,0.000000
e4b67cb7,0.362249
2fbc6b02,1.000000
3ca0c3b2,0.005036
7af13b7c,0.000000
382198f0,0.000000
cdc5c9ed,0.000000
cca129c4,0.057683
be9a6bea,0.010047
0c2b9434,0.000000
15e0def7,0.000078
c193ae99,0.048708
42ec7df2,0.000307
917300c1,0.231604
29e487c8,0.008956
ff66dfbd,0.109212
1dfbef19,0.067087
ef8d5737,0.000000
5ac62625,0.000069
9eda83f8,0.117756
c5ff45a7,0.000000
8b031162,0.424322
11fa3e76,0.999916
93da94f9,0.480730
68e53103,0.299211
dc0dc7fe,0.338279
24e94921,0.002692
d392087f,0.000000
f5e7a1bc,0.001570
7b42399c,0.004108
9e2f2501,0.003726
88f7c9f8,0.000406
889ea184,0.000000
5e0d7a22,0.000000
80042bdf,0.000002
077b6c68,0.000006
006369ec,0.000205
0ef3db85,0.999967
187d1375,0.000001
19421236,0.000198
36856034,0.999978
184095a0,0.541462
cb857d4f,0.000000
a49f2976,0.894895
c885c8fb,0.294917
290ad1c1,0.127077
5da44185,0.000000
4e1c0f40,0.005332
6811f516,0.169257
c643494a,0.966706
89b389ae,0.958510
99f69fae,0.019865
85ce64f5,0.024554
f39fda18,0.269746
62fde645,0.000000
54d976e4,0.178681
214093ab,0.000000
9e091904,0.988838
58524bde,1.000000
3a7c5aa7,0.003128
98ff7b84,0.999952
ba3a611d,0.265959
3bde5fa5,0.375465
a0030881,0.192419
2eb4938c,0.046298
9a605545,0.014877
844f2bfa,0.011285
4d5e1ea0,0.180714
e4fbfec8,0.000000
86ce8eca,0.999993
d52c6043,0.000000
21c46c83,0.000000
dfdfb031,0.450743
35e4aaca,0.000000
017bcd36,0.000065
8ae998ba,0.006471
6c08a718,0.488364
a54ad43e,0.336853
587bf099,0.853819
b8e4ba9a,0.000004
d29eff4d,0.000128
5edb551d,0.000000
6eec33e0,0.116641
c2149448,0.003951
bd81b915,0.139614
b10b49f8,0.024347
cf14ef53,0.000444
c27fdbb6,0.999799
e4351dd8,0.006858
1ca3c9ec,0.836296
